candidate,word
enriquez,efecto
enriquez,directo
enriquez,demostrado
enriquez,ocurrencia
enriquez,delito
enriquez,crear
enriquez,programa
enriquez,seguridad
enriquez,ciudadana
enriquez,comunitario
enriquez,cuya
enriquez,unidad
enriquez,intervenci
enriquez,nicamente
enriquez,barrial
enriquez,comunal
enriquez,implementar
enriquez,comunas
enriquez,barrios
enriquez,vulnerabilidad
enriquez,ndices
enriquez,victimizaci
enriquez,programa
enriquez,deber
enriquez,desarrollar
enriquez,componentes
enriquez,colegio
enriquez,sala
enriquez,cuna
enriquez,cuente
enriquez,estrategia
enriquez,prevenci
enriquez,abusos
enriquez,tipo
enriquez,pares
enriquez,terceros
enriquez,colegio
enriquez,sala
enriquez,cuna
enriquez,p
enriquez,cuente
enriquez,unidad
enriquez,atenci
enriquez,alumnos
enriquez,menores
enriquez,s
enriquez,violencia
enriquez,intrafamiliar
enriquez,abandono
enriquez,especie
enriquez,generar
enriquez,v
enriquez,asociaciones
enriquez,correspondientes
enriquez,puente
enriquez,instituciones
enriquez,menor
enriquez,comuna
enriquez,desarrolle
enriquez,oficina
enriquez,atenci
enriquez,mediaci
enriquez,permanente
enriquez,mujeres
enriquez,v
enriquez,violencia
enriquez,adolescentes
enriquez,adultos
enriquez,mayores
enriquez,requieran
enriquez,atenci
enriquez,orientaci
enriquez,posteriormente
enriquez,enviados
enriquez,centros
enriquez,correspondientes
enriquez,comuna
enriquez,cuente
enriquez,programa
enriquez,financie
enriquez,proyectos
enriquez,culturales
enriquez,comunitarios
enriquez,permitiendo
enriquez,cultura
enriquez,act
enriquez,factor
enriquez,prevenci
enriquez,cohesi
enriquez,identidad
enriquez,programa
enriquez,deber
enriquez,conjuntamente
enriquez,poblaci
enriquez,instituciones
enriquez,locales
enriquez,particularmente
enriquez,polic
enriquez,justicia
enriquez,escuelas
enriquez,objetivo
enriquez,programa
enriquez,reconstruir
enriquez,tejido
enriquez,social
enriquez,reducir
enriquez,segregaci
enriquez,urbana
enriquez,mejora
enriquez,calidad
enriquez,vida
enriquez,proponemos
enriquez,garantizar
enriquez,viviendas
enriquez,sociales
enriquez,entregado
enriquez,a
enriquez,cumplan
enriquez,condiciones
enriquez,m
enriquez,seguridad
enriquez,ventanas
enriquez,puertas
enriquez,solidas
enriquez,chapas
enriquez,etc
enriquez,garantizar
enriquez,metros
enriquez,cuadrados
enriquez,reas
enriquez,verdes
enriquez,persona
enriquez,comprometemos
enriquez,aumentar
enriquez,cobertura
enriquez,programa
enriquez,quiero
enriquez,barrio
enriquez,recuperar
enriquez,espacios
enriquez,reas
enriquez,verdes
enriquez,barrios
enriquez,vulnerables
enriquez,participativa
enriquez,crear
enriquez,pol
enriquez,nacional
enriquez,rehabilitaci
enriquez,reinserci
enriquez,sanci
enriquez,judicial
enriquez,carcelaria
enriquez,impacto
enriquez,negativo
enriquez,procesos
enriquez,rehabilitaci
enriquez,reinserci
enriquez,poblaci
enriquez,condenada
enriquez,delitos
enriquez,sanci
enriquez,produce
enriquez,antecedentes
enriquez,judiciales
enriquez,operan
enriquez,estigma
enriquez,experiencia
enriquez,carcelaria
enriquez,refuerza
enriquez,proceso
enriquez,exclusi
enriquez,origen
enriquez,delito
enriquez,propuestas
enriquez,combatir
enriquez,delincuencia
enriquez,significa
enriquez,evitar
enriquez,reincidencia
enriquez,materia
enriquez,delictual
enriquez,proponemos
enriquez,mejorar
enriquez,condiciones
enriquez,carcelarias
enriquez,t
enriquez,hacinamiento
enriquez,condiciones
enriquez,sanitarias
enriquez,higiene
enriquez,realizar
enriquez,diagn
enriquez,actualizado
enriquez,integral
enriquez,condiciones
enriquez,r
enriquez,penitenciario
enriquez,nivel
enriquez,nacional
enriquez,formulen
enriquez,propuestas
enriquez,fortalecimiento
enriquez,institucional
enriquez,sistema
enriquez,penitenciario
enriquez,gesti
enriquez,interna
enriquez,recintos
enriquez,carcelarios
enriquez,mejorar
enriquez,empleabilidad
enriquez,personas
enriquez,cumplieron
enriquez,penas
enriquez,personas
enriquez,privadas
enriquez,libertad
enriquez,educaci
enriquez,b
enriquez,nivel
enriquez,educaci
enriquez,media
enriquez,proponemos
enriquez,crear
enriquez,unidades
enriquez,recuperaci
enriquez,escolar
enriquez,nivelar
enriquez,t
enriquez,escolares
enriquez,personas
enriquez,privadas
enriquez,libertad
enriquez,deseen
enriquez,mejorar
enriquez,posibilidades
enriquez,empleabilidad
enriquez,diferenciar
enriquez,reinserci
enriquez,mujeres
enriquez,madres
enriquez,sostenedoras
enriquez,hogar
enriquez,n
enriquez,mujeres
enriquez,reclusas
enriquez,sistema
enriquez,cerrado
enriquez,aument
enriquez,pasando
enriquez,consecuencias
enriquez,sociales
enriquez,genera
enriquez,encarcelamiento
enriquez,mujer
enriquez,graves
enriquez,puesto
enriquez,mujeres
enriquez,recluidas
enriquez,declara
enriquez,hijo
enriquez,reclusi
enriquez,mujer
enriquez,madre
enriquez,impacto
enriquez,directo
enriquez,crianza
enriquez,apoyo
enriquez,emocional
enriquez,econ
enriquez,hijo
enriquez,realidad
enriquez,hacerse
enriquez,cargo
enriquez,reducir
enriquez,contagio
enriquez,crimin
enriquez,ofrecer
enriquez,alternativas
enriquez,vidas
enriquez,familias
enriquez,estigmatizarlas
enriquez,eje
enriquez,plan
enriquez,nacional
enriquez,infraestructura
enriquez,pensando
enriquez,chile
enriquez,futuro
enriquez,diagn
enriquez,chile
enriquez,desaf
enriquez,t
enriquez,infratesructura
enriquez,afectan
enriquez,mbitos
enriquez,quehacer
enriquez,nacional
enriquez,t
enriquez,desarrollo
enriquez,econ
enriquez,materia
enriquez,conectividad
enriquez,interior
enriquez,pa
enriquez,seguridad
enriquez,nacional
enriquez,ii
enriquez,propuesta
enriquez,programas
enriquez,infraestructura
enriquez,materia
enriquez,infraestructura
enriquez,proponemos
enriquez,conectividad
enriquez,propone
enriquez,evaluar
enriquez,construcci
enriquez,trenes
enriquez,mediana
enriquez,velocidad
enriquez,tramos
enriquez,arica
enriquez,iquique
enriquez,antofagasta
enriquez,calama
enriquez,santiago
enriquez,valpara
enriquez,santiago
enriquez,concepci
enriquez,pasa
enriquez,rancagua
enriquez,curic
enriquez,talca
enriquez,chill
enriquez,realistas
enriquez,responsables
enriquez,proponemos
enriquez,construcci
enriquez,hospitales
enriquez,mejorar
enriquez,est
enriquez,red
enriquez,p
enriquez,actual
enriquez,renovando
enriquez,camas
enriquez,hospitales
enriquez,proponemos
enriquez,destinar
enriquez,millones
enriquez,pesos
enriquez,liceo
enriquez,p
enriquez,objetivo
enriquez,mejorar
enriquez,infraestructura
enriquez,desarrollar
enriquez,t
enriquez,internacional
enriquez,agua
enriquez,negra
enriquez,conectar
enriquez,chile
enriquez,argentina
enriquez,regi
enriquez,coquimbo
enriquez,provincia
enriquez,transandina
enriquez,san
enriquez,juan
enriquez,potenciar
enriquez,conectividad
enriquez,desarrollo
enriquez,econ
enriquez,tur
enriquez,vecinos
enriquez,alcanzar
enriquez,objetivos
enriquez,progresistas
enriquez,complejos
enriquez,mercado
enriquez,contrario
enriquez,rol
enriquez,deber
enriquez,gobierno
enriquez,promover
enriquez,incentivar
enriquez,inversi
enriquez,p
enriquez,infraestructura
enriquez,distinta
enriquez,gesti
enriquez,denominados
enriquez,servicios
enriquez,p
enriquez,b
enriquez,debiese
enriquez,concesionada
enriquez,preocuparemos
enriquez,alianzas
enriquez,sector
enriquez,privado
enriquez,licitar
enriquez,construcci
enriquez,trenes
enriquez,alta
enriquez,velocidad
enriquez,evaluar
enriquez,posibilidad
enriquez,inversiones
enriquez,mixtas
enriquez,se
enriquez,anteriormente
enriquez,construcci
enriquez,hospitales
enriquez,cargo
enriquez,privados
enriquez,gesti
enriquez,har
enriquez,efecto
enriquez,ocurrido
enriquez,hospital
enriquez,florida
enriquez,queda
enriquez,evidencia
enriquez,empresa
enriquez,maximiza
enriquez,utilidad
enriquez,velar
enriquez,salud
enriquez,p
enriquez,contrariamente
enriquez,defiende
enriquez,derecha
enriquez,educaci
enriquez,salud
enriquez,bienes
enriquez,consumo
enriquez,condiciones
enriquez,construir
enriquez,hospital
enriquez,gestionarlo
enriquez,eje
enriquez,desarrollo
enriquez,integral
enriquez,sistema
enriquez,previsional
enriquez,adulto
enriquez,condena
enriquez,diagn
enriquez,encuesta
enriquez,casen
enriquez,chile
enriquez,adultos
enriquez,mayores
enriquez,mayor
enriquez,encuentran
enriquez,precariedad
enriquez,a
enriquez,recibe
enriquez,jubilaci
enriquez,entendiendo
enriquez,retiro
enriquez,programado
enriquez,renta
enriquez,vitalicia
enriquez,pensi
enriquez,invalidez
enriquez,montep
enriquez,pensi
enriquez,orfandad
enriquez,jubilaci
enriquez,ahorro
enriquez,previsional
enriquez,solidario
enriquez,aps
enriquez,mayores
enriquez,a
enriquez,reciben
enriquez,nicamente
enriquez,pensi
enriquez,asistencial
enriquez,pasis
enriquez,pensi
enriquez,b
enriquez,solidaria
enriquez,pbs
enriquez,vejez
enriquez,invalidez
enriquez,adultos
enriquez,mayores
enriquez,sistema
enriquez,accede
enriquez,jubilaci
enriquez,pensi
enriquez,situaci
enriquez,empeorado
enriquez,a
enriquez,puesto
enriquez,porcentaje
enriquez,adultos
enriquez,mayores
enriquez,recibe
enriquez,jubilaciones
enriquez,disminuido
enriquez,hacerse
enriquez,cargo
enriquez,bolsones
enriquez,pobreza
enriquez,creados
enriquez,productos
enriquez,deficiente
enriquez,sistema
enriquez,previsional
enriquez,chileno
enriquez,forma
enriquez,pensi
enriquez,promedio
enriquez,chile
enriquez,pesos
enriquez,informaci
enriquez,safp
enriquez,diciembre
enriquez,consideran
enriquez,tipos
enriquez,pensiones
enriquez,mitos
enriquez,afp
enriquez,sistema
enriquez,administradoras
enriquez,fondos
enriquez,pensiones
enriquez,agfp
enriquez,cre
enriquez,reducir
enriquez,gasto
enriquez,p
enriquez,materia
enriquez,previsional
enriquez,aparte
enriquez,soportar
enriquez,alto
enriquez,costo
enriquez,transici
enriquez,financiamiento
enriquez,pensiones
enriquez,sistema
enriquez,antiguo
enriquez,bonos
enriquez,reconocimiento
enriquez,solventar
enriquez,costo
enriquez,creciente
enriquez,previsi
enriquez,ffaa
enriquez,orden
enriquez,situaci
enriquez,sumado
enriquez,financiamiento
enriquez,pilar
enriquez,solidario
enriquez,creado
enriquez,ley
enriquez,gasto
enriquez,p
enriquez,materia
enriquez,previsional
enriquez,distante
enriquez,promesa
enriquez,hecha
enriquez,orden
enriquez,capitalizaci
enriquez,individual
enriquez,capaz
enriquez,auto
enriquez,sustentarse
enriquez,aliviar
enriquez,significativamente
enriquez,carga
enriquez,fiscal
enriquez,gasta
enriquez,pib
enriquez,jubilaciones
enriquez,pensiones
enriquez,montep
enriquez,beneficiarios
enriquez,fuerzas
enriquez,armadas
enriquez,pilar
enriquez,solidario
enriquez,sistema
enriquez,afp
enriquez,eficiente
enriquez,puesto
enriquez,garantiza
enriquez,pensi
enriquez,promedio
enriquez,superior
enriquez,sueldo
enriquez,m
enriquez,supone
enriquez,costo
enriquez,pib
enriquez,anual
enriquez,mejorar
enriquez,tasa
enriquez,reemplazo
enriquez,objetivo
enriquez,inicialmente
enriquez,declarado
enriquez,jos
enriquez,pi
enriquez,a
enriquez,ochenta
enriquez,cumpli
enriquez,puesto
enriquez,establecido
enriquez,tasas
enriquez,reemplazo
enriquez,superan
enriquez,problemas
enriquez,asociados
enriquez,afp
enriquez,comisiones
enriquez,costos
enriquez,administraci
enriquez,superiores
enriquez,asociados
enriquez,portafolios
enriquez,inversiones
enriquez,ausencia
enriquez,co
enriquez,responsabilidad
enriquez,caso
enriquez,mala
enriquez,gesti
enriquez,a
enriquez,rentabilidad
enriquez,real
enriquez,fondos
enriquez,promedio
enriquez,considerando
enriquez,afp
enriquez,rentabilidad
enriquez,millones
enriquez,usd
enriquez,cifra
enriquez,refleja
enriquez,caso
enriquez,afp
enriquez,asumen
enriquez,p
enriquez,asociadas
enriquez,malas
enriquez,colocaciones
enriquez,propuesta
enriquez,progresista
enriquez,jubilaci
enriquez,permita
enriquez,vivir
enriquez,dignamente
enriquez,fundamental
enriquez,perspectivas
enriquez,econ
enriquez,permite
enriquez,reducir
enriquez,bolsones
enriquez,pobreza
enriquez,edad
enriquez,fomentar
enriquez,consumo
enriquez,alivia
enriquez,carga
enriquez,generaciones
enriquez,j
enriquez,financiar
enriquez,hijos
enriquez,periodo
enriquez,escolar
enriquez,padres
enriquez,malas
enriquez,jubilaciones
enriquez,social
enriquez,jubilaci
enriquez,digna
enriquez,derecho
enriquez,favor
enriquez,propone
enriquez,transitar
enriquez,sistema
enriquez,tipo
enriquez,mixto
enriquez,p
enriquez,privado
enriquez,coexistan
enriquez,adicionalmente
enriquez,pilar
enriquez,b
enriquez,solidario
enriquez,sistema
enriquez,pilar
enriquez,reparto
enriquez,pilar
enriquez,capitalizaci
enriquez,individual
enriquez,empleador
enriquez,cotizar
enriquez,adicional
enriquez,ingreso
enriquez,imposible
enriquez,trabajador
enriquez,significa
enriquez,cotizaci
enriquez,obligatoria
enriquez,pasa
enriquez,sueldo
enriquez,bruto
enriquez,imponible
enriquez,pilar
enriquez,reparto
enriquez,captar
enriquez,porcentaje
enriquez,cotizaci
enriquez,individual
enriquez,obligatoria
enriquez,resto
enriquez,administrado
enriquez,sociedades
enriquez,an
enriquez,reguladas
enriquez,formato
enriquez,actuales
enriquez,afp
enriquez,afp
enriquez,reguladas
enriquez,afp
enriquez,pasar
enriquez,sociedades
enriquez,an
enriquez,reguladas
enriquez,deber
enriquez,establecer
enriquez,sistema
enriquez,co
enriquez,responsabilidad
enriquez,caso
enriquez,mala
enriquez,gesti
enriquez,periodo
enriquez,superior
enriquez,meses
enriquez,crear
enriquez,fondos
enriquez,principal
enriquez,caracter
